slub-id,seiten
39946221X-18860308,28
39946221X-18670517,12
39946221X-18810322,24
39946221X-19081124,60
39946221X-18901017,28
39946221X-18500503,8
39946221X-18340101,10
39946221X-18610109,16
39946221X-18910409,24
39946221X-18810127,20
39946221X-18700203,12
39946221X-18881114,28
39946221X-19080217,48
39946221X-18970611,28
39946221X-19101109,80
39946221X-19070223,60
39946221X-19060103,48
39946221X-19141117,80
39946221X-19121227,35
39946221X-18690630,12
39946221X-18831010,24
39946221X-19170205,31
39946221X-18600611,16
39946221X-19000917,32
39946221X-18670405,12
39946221X-19240304,47
39946221X-18920921,28
39946221X-18680407,12
39946221X-18740727,24
39946221X-18520514,8
39946221X-19241208,104
39946221X-18840514,20
39946221X-18660727,12
39946221X-18810110,24
39946221X-18580508,4
39946221X-18820720,16
39946221X-18450421,8
39946221X-18550430,12
39946221X-19000407,36
39946221X-18720615,16
39946221X-19050518,52
39946221X-18690302,12
39946221X-18740506,12
39946221X-18951112,36
39946221X-19211013,84
39946221X-18691127,16
39946221X-19240908,51
39946221X-18820906,20
39946221X-18681215,8
39946221X-18861216,24
39946221X-18860119,24
39946221X-18720927,12
39946221X-18770321,16
39946221X-19250523,88
39946221X-18701025,12
39946221X-19140217,52
39946221X-18811227,12
39946221X-19040213,40
39946221X-18570612,20
39946221X-19150209,39
39946221X-19270505,52
39946221X-18690830,32
39946221X-18960717,24
39946221X-18911017,28
39946221X-19251113,111
39946221X-18721111,20
39946221X-19010507,38
39946221X-18620108,16
39946221X-18691221,8
39946221X-19000816,24
39946221X-18961212,32
39946221X-18870110,28
39946221X-18650908,24
39946221X-18430404,12
39946221X-18730513,12
39946221X-18831023,24
39946221X-19180817,32
39946221X-19200228,76
39946221X-18610614,20
39946221X-19000901,32
39946221X-18970326,28
39946221X-19110821,52
39946221X-18720427,20
39946221X-18960925,36
39946221X-18370901,12
39946221X-19231108,16
39946221X-18700111,16
39946221X-18781120,24
39946221X-19180424,28
39946221X-19151029,48
39946221X-18910103,28
39946221X-18351127,16
39946221X-19150410,36
39946221X-19000727,24
39946221X-19051102,68
39946221X-18490727,8
39946221X-19150312,48
39946221X-18840610,20
39946221X-18950706,24
39946221X-19280118,28
39946221X-18990126,36
39946221X-18370915,12
39946221X-18470521,16
39946221X-18710717,16
39946221X-19100629,48
39946221X-18940824,28
39946221X-18540901,20
39946221X-18730630,16
39946221X-19220704,86
39946221X-18790320,20
39946221X-19270809,35
39946221X-18950528,24
39946221X-19111007,83
39946221X-18550316,20
39946221X-18790714,16
39946221X-18380323,16
39946221X-18670821,8
39946221X-18840721,16
39946221X-19120919,55
39946221X-18760302,16
39946221X-18700204,16
39946221X-19100801,44
39946221X-18341024,12
39946221X-18620103,16
39946221X-19200915,60
39946221X-18791030,24
39946221X-18570225,12
39946221X-18740126,16
39946221X-18530720,8
39946221X-18710504,12
39946221X-19200210,72
39946221X-18550305,12
39946221X-18820118,20
39946221X-18670907,8
39946221X-19160125,36
39946221X-18890611,20
39946221X-18600822,16
39946221X-18650125,16
39946221X-19230728,40
39946221X-18830326,20
39946221X-18750108,16
39946221X-19070816,36
39946221X-19051027,52
39946221X-18991116,40
39946221X-19090130,64
39946221X-18630706,24
39946221X-18811001,24
39946221X-18920222,28
39946221X-19180813,20
39946221X-18930722,20
39946221X-19160615,36
39946221X-19161215,40
39946221X-18411116,20
39946221X-18560813,12
39946221X-19221130,95
39946221X-19100603,48
39946221X-19140508,55
39946221X-19190128,44
39946221X-18350717,16
39946221X-18740214,16
39946221X-18770922,16
39946221X-19020118,44
39946221X-18891206,28
39946221X-18921010,32
39946221X-18451212,16
39946221X-19220412,63
39946221X-19220130,64
39946221X-18770307,16
39946221X-18780920,20
39946221X-19270307,35
39946221X-18790819,16
39946221X-18740206,16
39946221X-19020909,44
39946221X-18411126,16
39946221X-18390528,12
39946221X-18740922,12
39946221X-18891017,20
39946221X-18791218,8
39946221X-19160711,35
39946221X-18700414,20
39946221X-18930504,24
39946221X-18780215,20
39946221X-18910306,32
39946221X-19010225,32
39946221X-18760819,16
39946221X-18870822,20
39946221X-19011217,52
39946221X-18420805,16
39946221X-18551105,20
39946221X-18600312,16
39946221X-18851205,32
39946221X-19100203,52
39946221X-18690823,16
39946221X-18970813,28
39946221X-18770806,16
39946221X-18760526,20
39946221X-19080319,56
39946221X-18380424,12
39946221X-19150817,28
39946221X-18910120,24
39946221X-18890703,20
39946221X-18961210,28
39946221X-18791024,24
39946221X-18810813,16
39946221X-18641205,20
39946221X-18820109,24
39946221X-19100701,40
39946221X-19041018,64
39946221X-19080907,40
39946221X-19210128,63
39946221X-19180122,28
39946221X-18700628,12
39946221X-19020923,44
39946221X-18760607,12
39946221X-19150715,24
39946221X-19040121,36
39946221X-19020813,28
39946221X-18680312,16
39946221X-18800520,20
39946221X-19230209,64
39946221X-19050704,32
39946221X-18750111,16
39946221X-19231206,39
39946221X-18881208,24
39946221X-19160529,32
39946221X-18700928,8
39946221X-19280222,35
39946221X-18670906,12
39946221X-19021223,20
39946221X-18480516,8
39946221X-18990913,40
39946221X-19220927,48
39946221X-18790311,16
39946221X-19220215,88
39946221X-18881022,24
39946221X-18941023,32
39946221X-19070810,44
39946221X-18540728,16
39946221X-18580510,16
39946221X-18770530,16
39946221X-18970601,32
39946221X-19061012,64
39946221X-18790612,16
39946221X-19270117,36
39946221X-19051121,60
39946221X-19221014,67
39946221X-18790307,16
39946221X-18960611,20
39946221X-18900915,28
39946221X-18760613,12
39946221X-18950617,24
39946221X-19020922,32
39946221X-18911205,28
39946221X-18390702,20
39946221X-19180202,32
39946221X-19110328,56
39946221X-19040118,44
39946221X-19120412,52
39946221X-18680217,12
39946221X-18350102,12
39946221X-18560922,12
39946221X-18691030,16
39946221X-18810908,40
39946221X-18840321,20
39946221X-18890614,16
39946221X-18691220,12
39946221X-18810212,20
39946221X-19280308,60
39946221X-18610116,12
39946221X-18910212,24
39946221X-18800820,16
39946221X-19060625,40
39946221X-18640805,20
39946221X-19040903,44
39946221X-19040627,32
39946221X-19220719,56
39946221X-18680207,12
39946221X-18730408,12
39946221X-19060619,40
39946221X-18691028,12
39946221X-18760707,12
39946221X-18810628,16
39946221X-18760626,16
39946221X-18590209,16
39946221X-19100425,56
39946221X-18711013,16
39946221X-18770407,16
39946221X-18400523,8
39946221X-19010917,32
39946221X-18640819,20
39946221X-18860417,28
39946221X-18950323,28
39946221X-18720516,16
39946221X-18750113,16
39946221X-18570202,16
39946221X-18421101,16
39946221X-18431124,20
39946221X-19050720,32
39946221X-18930928,36
39946221X-18740723,8
39946221X-19000827,32
39946221X-18730911,16
39946221X-18830827,20
39946221X-18741104,24
39946221X-19210319,64
39946221X-18790710,16
39946221X-19140103,48
39946221X-18710805,8
39946221X-19110711,48
39946221X-19100115,76
39946221X-19060618,40
39946221X-18620224,24
39946221X-19090824,48
39946221X-18790207,16
39946221X-18860227,24
39946221X-18970608,32
39946221X-18840701,18
39946221X-19191126,91
39946221X-18850220,28
39946221X-18810823,16
39946221X-18761122,20
39946221X-18941213,20
39946221X-19140529,40
39946221X-18830831,16
39946221X-19041213,48
39946221X-19230906,28
39946221X-19010629,36
39946221X-18941214,16
39946221X-18760229,12
39946221X-19270518,28
39946221X-19141109,43
39946221X-18550105,22
39946221X-18790528,20
39946221X-18840718,16
39946221X-19071107,64
39946221X-18970109,40
39946221X-18500809,16
39946221X-18540724,12
39946221X-18540922,16
39946221X-19090726,32
39946221X-18530727,12
39946221X-18770501,16
39946221X-19120617,52
39946221X-18951115,40
39946221X-18721210,16
39946221X-18780112,16
39946221X-18921019,24
39946221X-19080905,64
39946221X-19110601,40
39946221X-19240827,64
39946221X-18820701,20
39946221X-18531104,20
39946221X-19130809,44
39946221X-18450416,4
39946221X-18690721,12
39946221X-18740516,16
39946221X-18930112,28
39946221X-19201108,87
39946221X-18450423,8
39946221X-18920809,20
39946221X-19221220,44
39946221X-18730903,16
39946221X-18760128,20
39946221X-19160208,44
39946221X-18810426,12
39946221X-18680922,12
39946221X-19100617,60
39946221X-19170423,36
39946221X-18760830,16
39946221X-18860331,24
39946221X-18760209,16
39946221X-19151209,36
39946221X-19190910,68
39946221X-19221221,44
39946221X-18721004,16
39946221X-19060724,40
39946221X-18550101,16
39946221X-19060602,48
39946221X-18690109,12
39946221X-19250907,52
39946221X-18581129,20
39946221X-19131224,28
39946221X-19011231,28
39946221X-18700627,12
39946221X-18780924,20
39946221X-18860918,24
39946221X-18790514,16
39946221X-19090113,60
39946221X-19181121,36
39946221X-18691206,20
39946221X-18490828,12
39946221X-18940430,32
39946221X-18810314,24
39946221X-18931006,24
39946221X-19020722,20
39946221X-19080408,52
39946221X-18860317,24
39946221X-18780710,20
39946221X-18730324,16
39946221X-18390507,8
39946221X-19001113,44
39946221X-19280114,51
39946221X-18651117,28
39946221X-18380316,12
39946221X-18740402,16
39946221X-19161230,48
39946221X-19190830,40
39946221X-18500222,12
39946221X-18551026,20
39946221X-18850804,16
39946221X-18470420,12
39946221X-18780121,16
39946221X-19250902,47
39946221X-18720705,16
39946221X-19000903,32
39946221X-18551003,12
39946221X-18760629,12
39946221X-18791003,20
39946221X-18700604,16
39946221X-19181126,44
39946221X-18730702,16
39946221X-19050206,48
39946221X-19090227,60
39946221X-19150330,36
39946221X-19150622,28
39946221X-18960718,28
39946221X-19040407,36
39946221X-18550622,20
39946221X-19080210,40
39946221X-18670125,12
39946221X-18770209,16
39946221X-18441217,20
39946221X-18971204,48
39946221X-18990506,32
39946221X-19280216,50
39946221X-19170426,32
39946221X-18750731,16
39946221X-19250825,63
39946221X-18830228,20
39946221X-18801206,20
39946221X-18701228,8
39946221X-19240604,63
39946221X-19210908,55
39946221X-18650508,16
39946221X-18910828,24
39946221X-18671011,16
39946221X-18890206,20
39946221X-18690513,16
39946221X-19050114,56
39946221X-18890309,24
39946221X-19081217,32
39946221X-18900423,24
39946221X-18400512,12
39946221X-18681112,12
39946221X-18680605,8
39946221X-18710824,12
39946221X-19110816,36
39946221X-18920430,20
39946221X-18790616,20
39946221X-19170124,32
39946221X-18820901,20
39946221X-18801123,28
39946221X-18850907,28
39946221X-19140121,36
39946221X-18910130,24
39946221X-18910928,28
39946221X-18921021,56
39946221X-18551121,16
39946221X-19210512,52
39946221X-18650503,16
39946221X-19200120,48
39946221X-18851211,24
39946221X-18950226,24
39946221X-19120513,55
39946221X-18750831,12
39946221X-18861125,36
39946221X-19100108,88
39946221X-18570516,4
39946221X-19041230,28
39946221X-18910612,24
39946221X-18570204,12
39946221X-18760713,12
39946221X-18910620,28
39946221X-18801202,32
39946221X-19181220,48
39946221X-18870926,24
39946221X-19020528,36
39946221X-18601022,16
39946221X-19140728,40
39946221X-18750622,12
39946221X-18940402,28
39946221X-18680316,16
39946221X-18730607,12
39946221X-18500507,4
39946221X-19210621,43
39946221X-18380717,16
39946221X-18470813,12
39946221X-19210510,56
39946221X-19160824,28
39946221X-19180511,32
39946221X-18500501,16
39946221X-18371024,12
39946221X-19210419,72
39946221X-18960821,24
39946221X-19210509,56
39946221X-19020312,36
39946221X-18600905,12
39946221X-18770411,12
39946221X-19250826,52
39946221X-18950515,20
39946221X-18730703,12
39946221X-19120708,47
39946221X-18780214,20
39946221X-19011114,44
39946221X-18580224,16
39946221X-18480104,16
39946221X-19110515,52
39946221X-19130621,36
39946221X-18960320,28
39946221X-18941113,32
39946221X-18831013,28
39946221X-18550404,12
39946221X-19240918,62
39946221X-19150902,35
39946221X-18940908,36
39946221X-18851127,36
39946221X-19040521,40
39946221X-19141127,43
39946221X-18720423,16
39946221X-18440209,16
39946221X-18610107,16
39946221X-19030810,32
39946221X-18690122,16
39946221X-18930607,24
39946221X-18761106,20
39946221X-18830111,20
39946221X-19070305,60
39946221X-19040622,32
39946221X-19070318,44
39946221X-18711103,20
39946221X-18650303,20
39946221X-18690706,12
39946221X-18781125,20
39946221X-19120601,68
39946221X-18750630,16
39946221X-18601109,24
39946221X-18870909,20
39946221X-19270928,51
39946221X-18801118,24
39946221X-18950502,28
39946221X-18440123,12
39946221X-18580811,16
39946221X-18851001,32
39946221X-18740113,12
39946221X-18920810,24
39946221X-19151129,51
39946221X-18661012,20
39946221X-18741028,20
39946221X-18601224,16
39946221X-19100414,48
39946221X-18910519,20
39946221X-19050805,44
39946221X-19171228,20
39946221X-19170928,27
39946221X-19240426,59
39946221X-18411207,20
39946221X-19150723,28
39946221X-18671212,12
39946221X-18350529,12
39946221X-18591019,16
39946221X-18730224,16
39946221X-19060104,44
39946221X-19230705,55
39946221X-18481010,16
39946221X-19191002,67
39946221X-18851110,32
39946221X-18860818,24
39946221X-19270628,50
39946221X-18980412,32
39946221X-18851017,28
39946221X-19020911,36
39946221X-18850410,20
39946221X-18660824,16
39946221X-18910904,16
39946221X-18760505,16
39946221X-19130429,55
39946221X-18720903,8
39946221X-19090324,68
39946221X-18821202,28
39946221X-18920822,24
39946221X-18750722,12
39946221X-18631113,24
39946221X-19130801,40
39946221X-18591104,20
39946221X-18640826,20
39946221X-18581220,12
39946221X-18680707,8
39946221X-19210310,48
39946221X-18980305,32
39946221X-18400811,12
39946221X-19121014,68
39946221X-19280127,44
39946221X-19080125,52
39946221X-19200611,56
39946221X-19261224,24
39946221X-19190426,47
39946221X-19040531,40
39946221X-18611014,16
39946221X-18791120,24
39946221X-19211011,82
39946221X-18781228,12
39946221X-19210118,62
39946221X-18960615,24
39946221X-18401218,12
39946221X-18630109,20
39946221X-18430627,16
39946221X-18951017,36
39946221X-18790818,12
39946221X-18650320,20
39946221X-19080203,52
39946221X-19000410,36
39946221X-18470406,24
39946221X-18691207,16
39946221X-18340905,12
39946221X-18730407,16
39946221X-19140703,36
39946221X-18651106,24
39946221X-19230103,35
39946221X-19080406,52
39946221X-19231228,43
39946221X-18630902,16
39946221X-18880613,28
39946221X-18550409,8
39946221X-18980126,24
39946221X-18700507,12
39946221X-19080702,36
39946221X-18610814,20
39946221X-19260308,39
39946221X-19090109,64
39946221X-19210211,60
39946221X-18681209,8
39946221X-19231211,56
39946221X-18850423,24
39946221X-18840515,16
39946221X-19050529,44
39946221X-18730929,16
39946221X-19150325,35
39946221X-19040421,40
39946221X-19260715,36
39946221X-18920310,32
39946221X-19210604,56
39946221X-18730708,16
39946221X-18730510,16
39946221X-18740313,16
39946221X-18820516,16
39946221X-19031106,52
39946221X-18930919,28
39946221X-18910825,20
39946221X-18820912,16
39946221X-18530815,12
39946221X-19030722,28
39946221X-18730922,16
39946221X-19031008,44
39946221X-18770103,16
39946221X-19180327,28
39946221X-18740304,16
39946221X-19150625,36
39946221X-18920402,28
39946221X-18790306,16
39946221X-19030829,32
39946221X-19231201,40
39946221X-18390419,16
39946221X-19140930,28
39946221X-19001006,52
39946221X-18990908,28
39946221X-19180606,24
39946221X-19061004,48
39946221X-19050427,40
39946221X-19070928,72
39946221X-18531010,12
39946221X-18980423,36
39946221X-18980816,24
39946221X-19130607,52
39946221X-18680620,12
39946221X-18940412,28
39946221X-19040720,28
39946221X-19060725,32
39946221X-18680821,12
39946221X-18710919,16
39946221X-18980127,28
39946221X-18790103,16
39946221X-18920924,28
39946221X-18760814,12
39946221X-19040318,44
39946221X-19110119,48
39946221X-18540419,8
39946221X-18510415,16
39946221X-18630121,20
39946221X-18950211,20
39946221X-18950131,24
39946221X-19190313,56
39946221X-18740123,20
39946221X-18790607,16
39946221X-19090225,48
39946221X-18910303,28
39946221X-18500510,12
39946221X-19210511,44
39946221X-18840115,20
39946221X-18380803,12
39946221X-19221129,99
39946221X-19070706,36
39946221X-19110311,72
39946221X-19061013,64
39946221X-18580820,20
39946221X-19060409,40
39946221X-18980101,58
39946221X-18531214,12
39946221X-19020725,24
39946221X-18630130,20
39946221X-19180507,20
39946221X-18650614,16
39946221X-19230614,52
39946221X-18420729,16
39946221X-19090226,44
39946221X-18820722,16
39946221X-19131212,47
39946221X-18560101,32
39946221X-19031109,68
39946221X-19140122,48
39946221X-18820404,16
39946221X-18940216,28
39946221X-18500118,12
39946221X-18740826,16
39946221X-19230915,28
39946221X-19250203,92
39946221X-18800409,16
39946221X-19200416,60
39946221X-18510318,16
39946221X-19130614,56
39946221X-18771110,24
39946221X-19150526,35
39946221X-19000319,36
39946221X-19050606,52
39946221X-18860122,24
39946221X-18861013,28
39946221X-18651016,20
39946221X-18820926,16
39946221X-18790828,16
39946221X-19060830,44
39946221X-18820419,20
39946221X-18960504,40
39946221X-18731022,16
39946221X-19180302,36
39946221X-18960129,28
39946221X-18821004,28
39946221X-19000310,36
39946221X-18420412,16
39946221X-19090605,56
39946221X-18390913,16
39946221X-18681212,16
39946221X-18430526,12
39946221X-18760817,12
39946221X-18581117,16
39946221X-18620101,16
39946221X-18480616,12
39946221X-19221216,56
39946221X-19160703,32
39946221X-18381221,16
39946221X-18940611,28
39946221X-18620212,20
39946221X-19120321,59
39946221X-18671204,16
39946221X-19060714,48
39946221X-18440910,20
39946221X-18930807,24
39946221X-19241205,102
39946221X-18620625,16
39946221X-18701108,16
39946221X-19040805,36
39946221X-19170608,36
39946221X-18720513,16
39946221X-18691102,15
39946221X-19031113,48
39946221X-18471207,16
39946221X-19000818,36
39946221X-18990309,28
39946221X-19100518,60
39946221X-18400728,16
39946221X-19030105,36
39946221X-18671210,12
39946221X-18641026,24
39946221X-18980714,24
39946221X-19010613,32
39946221X-18680421,8
39946221X-19130322,48
39946221X-18810808,28
39946221X-18940405,36
39946221X-18930313,32
39946221X-18590408,12
39946221X-19050524,36
39946221X-18920919,32
39946221X-19080729,40
39946221X-18760422,20
39946221X-19020820,28
39946221X-18641107,24
39946221X-18600302,20
39946221X-18830706,16
39946221X-18860312,24
39946221X-19271026,55
39946221X-18781106,20
39946221X-18820818,16
39946221X-18950913,24
39946221X-18440426,16
39946221X-19230307,51
39946221X-18780212,12
39946221X-18800621,16
39946221X-19151011,36
39946221X-18840508,28
39946221X-18790224,20
39946221X-18690618,16
39946221X-19100224,60
39946221X-18610712,16
39946221X-18720906,16
39946221X-19190614,64
39946221X-19191122,115
39946221X-18920715,24
39946221X-18860120,24
39946221X-18410706,12
39946221X-18400124,12
39946221X-18810427,20
39946221X-18610701,16
39946221X-18590415,20
39946221X-18690412,12
39946221X-18771219,16
39946221X-18790203,20
39946221X-18780528,12
39946221X-19220120,52
39946221X-19090108,72
39946221X-19070430,52
39946221X-19021218,28
39946221X-18690507,16
39946221X-19180228,36
39946221X-19190618,66
39946221X-18420809,16
39946221X-19270820,48
39946221X-19180904,32
39946221X-18650612,16
39946221X-18980226,32
39946221X-19100215,68
39946221X-19160704,36
39946221X-19180708,24
39946221X-18390111,12
39946221X-19090626,52
39946221X-18690126,12
39946221X-18991111,48
39946221X-18781003,16
39946221X-18671012,12
39946221X-18480128,8
39946221X-19081214,32
39946221X-19130313,48
39946221X-19260901,39
39946221X-18961107,48
39946221X-19190722,51
39946221X-19070605,52
39946221X-19180730,28
39946221X-18740511,20
39946221X-18430919,16
39946221X-18950729,16
39946221X-18351113,16
39946221X-18740512,12
39946221X-19220831,56
39946221X-19180408,28
39946221X-18951018,32
39946221X-18820406,20
39946221X-18430207,24
39946221X-18770119,20
39946221X-19091105,60
39946221X-19070423,40
39946221X-18970721,24
39946221X-18680608,8
39946221X-18591207,20
39946221X-19030915,48
39946221X-18671224,8
39946221X-18750830,16
39946221X-18340815,8
39946221X-18660718,16
39946221X-18400310,12
39946221X-19191023,71
39946221X-18770829,16
39946221X-18750623,16
39946221X-19001004,36
39946221X-18780525,16
39946221X-19141106,40
39946221X-18870924,40
39946221X-18690305,16
39946221X-18391011,12
39946221X-18740618,16
39946221X-19040406,36
39946221X-18730501,16
39946221X-18490803,12
39946221X-19140321,59
39946221X-18840102,28
39946221X-18830707,16
39946221X-19220511,59
39946221X-18600831,16
39946221X-19091130,76
39946221X-19031217,32
39946221X-19051222,24
39946221X-18790502,20
39946221X-18910513,28
39946221X-18930109,40
39946221X-18350306,16
39946221X-18680130,8
39946221X-19020402,32
39946221X-19130426,60
39946221X-19270324,48
39946221X-18780719,16
39946221X-19260209,56
39946221X-19180215,32
39946221X-18390827,16
39946221X-18450627,16
39946221X-18690508,12
39946221X-18740501,16
39946221X-18550910,16
39946221X-18741201,24
39946221X-18811109,32
39946221X-19110804,32
39946221X-19140801,36
39946221X-19190716,64
39946221X-19160504,36
39946221X-19251119,114
39946221X-19190103,28
39946221X-18840325,20
39946221X-18870708,16
39946221X-18651009,20
39946221X-19041215,40
39946221X-18730729,12
39946221X-18750619,16
39946221X-18541110,28
39946221X-18800807,16
39946221X-19110325,72
39946221X-18421104,14
39946221X-19220504,64
39946221X-18450718,16
39946221X-18690831,12
39946221X-19060825,48
39946221X-18730217,16
39946221X-18760420,16
39946221X-19170414,44
39946221X-19180621,28
39946221X-19010411,32
39946221X-19180309,28
39946221X-18830303,20
39946221X-18700819,8
39946221X-19010328,36
39946221X-19190409,52
39946221X-19180830,44
39946221X-18740522,16
39946221X-18671106,8
39946221X-19000814,28
39946221X-18740905,16
39946221X-18980112,28
39946221X-19130409,55
39946221X-18480718,12
39946221X-19050516,52
39946221X-19170808,32
39946221X-18700716,16
39946221X-18840501,20
39946221X-18630323,24
39946221X-18810523,20
39946221X-19210531,55
39946221X-18861008,28
39946221X-19020416,32
39946221X-19220626,56
39946221X-18780213,16
39946221X-19001114,40
39946221X-18480101,26
39946221X-19100906,60
39946221X-19171206,28
39946221X-18960201,24
39946221X-18411102,24
39946221X-19181017,36
39946221X-19080807,48
39946221X-19210406,56
39946221X-19140514,52
39946221X-19170213,39
39946221X-19220306,68
39946221X-19240729,40
39946221X-19150626,32
39946221X-18821213,16
39946221X-19120709,44
39946221X-18380403,12
39946221X-19221125,87
39946221X-19070625,44
39946221X-19091204,76
39946221X-18740518,16
39946221X-18650327,16
39946221X-19050717,36
39946221X-18370912,16
39946221X-18720917,16
39946221X-18550813,16
39946221X-19050825,32
39946221X-18900512,28
39946221X-18580917,20
39946221X-18641121,24
39946221X-18941101,36
39946221X-19131211,40
39946221X-18880417,28
39946221X-19101024,76
39946221X-19010108,32
39946221X-19040730,32
39946221X-18450530,8
39946221X-18900911,20
39946221X-19221212,60
39946221X-18790814,12
39946221X-19170724,40
39946221X-18411008,16
39946221X-19170424,43
39946221X-18580602,12
39946221X-18541013,20
39946221X-18391227,8
39946221X-19271126,89
39946221X-19180725,28
39946221X-19080411,56
39946221X-19110322,60
39946221X-18470928,20
39946221X-18950704,24
39946221X-19070813,44
39946221X-19270909,62
39946221X-18880920,24
39946221X-18930315,24
39946221X-18950416,32
39946221X-18700901,12
39946221X-18360205,16
39946221X-19070510,44
39946221X-19191022,87
39946221X-19220801,55
39946221X-18911001,24
39946221X-18890323,24
39946221X-18700622,12
39946221X-19141030,40
39946221X-18950427,28
39946221X-19240710,31
39946221X-19020419,40
39946221X-19210404,44
39946221X-18781001,16
39946221X-19040928,48
39946221X-18990704,32
39946221X-19160522,47
39946221X-18470429,8
39946221X-19040325,40
39946221X-18550402,16
39946221X-18990328,32
39946221X-18630223,20
39946221X-18810126,16
39946221X-18680727,12
39946221X-18550611,16
39946221X-19170915,44
39946221X-18691123,16
39946221X-18701024,12
39946221X-18700921,12
39946221X-18790527,12
39946221X-18750205,20
39946221X-18700427,12
39946221X-18980221,40
39946221X-18501018,24
39946221X-19230125,43
39946221X-18570323,12
39946221X-19091218,40
39946221X-18551214,20
39946221X-19060824,40
39946221X-18780725,16
39946221X-18770618,16
39946221X-18400915,16
39946221X-18840611,20
39946221X-18970730,28
39946221X-18491225,12
39946221X-19230310,44
39946221X-19200614,40
39946221X-18810104,16
39946221X-18790906,16
39946221X-19180723,28
39946221X-18770115,16
39946221X-19160207,36
39946221X-18890218,24
39946221X-19200315,60
39946221X-18930823,20
39946221X-19061009,52
39946221X-19170905,31
39946221X-18970202,32
39946221X-18380309,12
39946221X-19211026,79
39946221X-19080711,52
39946221X-18610220,16
39946221X-19070301,64
39946221X-18961201,44
39946221X-19020204,36
39946221X-19130820,40
39946221X-19061002,64
39946221X-18861004,20
39946221X-18670916,16
39946221X-18600130,12
39946221X-18641003,16
39946221X-19070618,44
39946221X-18990824,24
39946221X-19111030,72
39946221X-18921011,28
39946221X-19030428,40
39946221X-19170529,35
39946221X-19060503,44
39946221X-18710530,16
39946221X-19020917,40
39946221X-18750412,12
39946221X-19060216,44
39946221X-18941119,24
39946221X-18910325,28
39946221X-18670928,12
39946221X-18810226,20
39946221X-19151002,44
39946221X-18670909,16
39946221X-18850320,24
39946221X-19120725,32
39946221X-18540906,8
39946221X-19170714,32
39946221X-18420426,8
39946221X-18650410,20
39946221X-18700127,12
39946221X-18600903,20
39946221X-18690730,16
39946221X-19240321,75
39946221X-19100510,64
39946221X-18760728,12
39946221X-19210815,48
39946221X-19131223,24
39946221X-19060818,44
39946221X-18930324,24
39946221X-19010218,32
39946221X-19240326,79
39946221X-18620616,16
39946221X-19020313,40
39946221X-19270311,51
39946221X-19121111,71
39946221X-19160608,31
39946221X-18691014,16
39946221X-19131029,52
39946221X-18670726,12
39946221X-18770903,16
39946221X-18551116,28
39946221X-19170612,28
39946221X-19020726,32
39946221X-18341205,16
39946221X-18901212,32
39946221X-18500618,20
39946221X-18901107,32
39946221X-18860510,28
39946221X-19061023,64
39946221X-18630509,4
39946221X-18681027,16
39946221X-18720203,16
39946221X-19061210,56
39946221X-18900416,24
39946221X-19250704,68
39946221X-19200914,56
39946221X-18941002,24
39946221X-18810719,16
39946221X-19271130,47
39946221X-18730712,16
39946221X-18480711,12
39946221X-18950905,28
39946221X-18941020,24
39946221X-18720518,16
39946221X-18720330,20
39946221X-19240719,36
39946221X-18680929,12
39946221X-18671005,8
39946221X-19130430,47
39946221X-19120615,71
39946221X-18790501,20
39946221X-18410505,8
39946221X-18680226,8
39946221X-18910316,24
39946221X-19271006,73
39946221X-18820623,16
39946221X-19090526,56
39946221X-18670304,12
39946221X-18690825,12
39946221X-19200221,68
39946221X-18670225,12
39946221X-18840407,16
39946221X-18700329,16
39946221X-19121221,36
39946221X-19200124,79
39946221X-18791018,20
39946221X-18641104,22
39946221X-18770914,16
39946221X-18771020,20
39946221X-18910521,24
39946221X-18430811,16
39946221X-18940201,28
39946221X-18771121,20
39946221X-18611230,16
39946221X-18760725,16
39946221X-18620324,16
39946221X-18980426,40
39946221X-18790927,20
39946221X-19080611,44
39946221X-18590808,20
39946221X-18910406,24
39946221X-18980210,36
39946221X-18630227,20
39946221X-19151214,44
39946221X-19060922,76
39946221X-19210217,63
39946221X-18471126,16
39946221X-19110905,59
39946221X-19170716,36
39946221X-18780218,16
39946221X-19170809,32
39946221X-18911006,36
39946221X-19250921,64
39946221X-18850611,20
39946221X-18910324,28
39946221X-18910820,20
39946221X-18770206,16
39946221X-18860125,24
39946221X-19200604,52
39946221X-18730802,16
39946221X-19060324,56
39946221X-19090906,63
39946221X-19090719,44
39946221X-18780103,12
39946221X-19161220,24
39946221X-18960918,28
39946221X-18851008,24
39946221X-19110519,56
39946221X-19010817,28
39946221X-18960606,24
39946221X-18691222,12
39946221X-18990412,24
39946221X-18940910,36
39946221X-18490427,16
39946221X-19210122,48
39946221X-19070720,41
39946221X-19020606,40
39946221X-18670307,8
39946221X-18860212,24
39946221X-19060807,36
39946221X-18350109,8
39946221X-18590912,16
39946221X-18720921,16
39946221X-19010117,32
39946221X-19250814,44
39946221X-18780517,16
39946221X-18801217,16
39946221X-19240725,44
39946221X-19260329,31
39946221X-19180415,32
39946221X-18840202,16
39946221X-19100311,52
39946221X-18410409,8
39946221X-18580630,12
39946221X-18710626,16
39946221X-19000611,32
39946221X-19020829,32
39946221X-19250716,68
39946221X-18411231,16
39946221X-18740701,16
39946221X-18910728,20
39946221X-19070522,48
39946221X-18920713,20
39946221X-18420418,12
