slub_id,seiten
18850730,16
18951212,24
19351004,40
19140317,60
18461106,12
19081201,60
18420301,20
19200605,60
18690429,16
18540726,12
18920525,20
19020123,32
19050131,44
18780711,16
18500705,12
19360109,24
19110617,60
18630209,20
18690413,12
18940606,24
18480818,12
19100305,64
18391105,12
19191011,63
18911207,32
19120926,55
19211019,79
18971203,40
19080328,68
19341204,43
19300127,44
18730923,16
18700609,16
18780323,16
19150305,44
19010912,38
19140910,24
18840213,24
18431212,20
19320801,12
19330515,34
18461030,12
19020205,36
18600120,16
19120622,55
18840219,20
18810712,16
19241016,92
18990817,32
19160212,40
18801231,16
18710808,16
19170125,36
19230922,40
19180826,32
18580326,16
18940918,32
19090525,52
19250318,68
18580628,16
18881025,24
18950420,28
18810729,16
19220915,67
18881012,24
18590907,16
18870506,28
18740605,16
19230410,44
18790711,16
18770427,20
19380420,43
19011205,36
19331030,59
18891104,32
18960810,20
18460317,12
19050314,44
18771214,20
19171128,36
19111220,36
18630617,12
18530202,12
18901120,32
19400805,12
19010404,36
19050128,48
18781012,16
19061105,60
18860531,28
19260826,36
19220630,56
19400819,27
18991114,48
19000908,40
19160325,35
18631207,28
18520302,20
19090721,36
18961124,44
19340317,50
18730822,20
18840719,16
18760301,16
18961104,40
19070826,36
19050609,40
18910414,20
18570615,16
18951002,28
19080401,56
18780820,12
18601205,16
19300214,35
19321205,27
18981117,40
18390709,12
19260603,36
18770910,16
18910422,28
18970731,32
18850418,20
18461023,12
18780309,20
18420802,16
18610522,24
19071019,68
18741205,20
19141205,48
19050722,36
19050310,48
18850407,20
18490130,12
19200114,60
19350715,12
19300207,35
18700502,12
18711107,20
18900429,20
18881117,28
18770514,20
18670111,12
18731224,12
18810920,20
19050401,51
18830915,20
18731023,20
19040108,60
18500910,16
18911013,36
19241101,103
19150322,35
18971213,28
19210304,52
18770511,20
19340908,50
18550112,24
19280925,66
18861120,36
19360620,27
18470810,16
18910601,24
19060202,44
18860414,28
19110602,56
19250611,52
18990303,36
18740803,16
19151203,43
19330114,28
19250314,108
19000129,32
18790428,20
19360218,30
18851105,28
19220727,56
18800927,24
19321228,14
18960103,24
19000905,28
18581001,20
19130912,63
19410624,16
18901209,28
19130520,56
19401114,35
18700721,12
18710928,16
19091028,76
18551228,16
19161127,59
18821129,24
19280621,46
18920120,28
18930213,24
19120613,56
18530430,12
19070402,52
18930720,22
19260621,24
18500305,20
18931222,16
18870604,24
18960623,20
19310131,51
18950504,32
18690917,16
19080731,36
19050510,36
19031005,48
18960317,28
19270801,35
18970701,32
18901128,32
18730101,48
19011113,40
18720909,20
18980923,40
19271021,83
18880530,24
18490511,4
18830413,20
19000124,28
18700225,16
19270906,43
18750315,16
18931101,36
18800622,12
18690306,16
18880918,20
18630429,8
18940521,28
18850702,16
18890102,36
18930605,24
19310904,31
19340316,34
19421222,12
18620418,20
19380618,158
19090727,40
19111125,87
18840320,20
18590608,16
18950406,24
18941203,28
19181219,40
19041229,28
18960214,28
19340802,19
19100705,52
18931219,20
18910527,28
19090913,52
18540503,12
19230314,48
19151025,43
19220210,26
19350923,27
18880516,24
19410820,8
18510131,12
19271224,28
19241219,47
19110516,60
18960805,20
18850602,16
19171224,16
19330705,20
18790919,16
19060920,52
18460529,12
18471210,16
19160127,32
19250811,43
18700304,20
19180305,28
19081126,68
19401017,37
19311111,25
18960121,24
19040405,48
18901024,28
18590926,24
19220125,48
19220304,80
18370303,12
19281024,43
19350805,12
19311001,43
18600314,20
18700905,12
19351219,20
18690319,16
19220902,56
18730821,16
18680310,8
18420823,16
18701114,16
19370525,27
18970518,24
18740717,16
18620709,16
19220322,56
18800615,16
19110726,48
19071126,68
18741203,16
19270309,47
18780115,12
19370909,49
19111024,95
18730612,16
19330828,15
19280131,51
19100929,52
18770410,12
19221227,36
18860525,24
19171105,32
18730129,16
19201019,83
19200227,72
19420519,12
18680401,12
19020103,32
18620912,20
18590615,16
19000811,28
19180805,29
18980209,28
18771218,12
19020214,36
19300929,43
18610724,16
19360704,28
19030122,40
18791108,24
18830516,16
19130102,75
19271014,55
18790930,20
19290712,23
18930613,24
18630313,20
18540628,12
18740627,16
18701012,8
18841125,32
18371031,12
19321231,20
19330428,27
18900506,16
18831213,20
18591114,12
19130524,52
19080831,44
18641005,16
18790211,16
19000904,32
18970911,28
18960602,24
19061011,60
19330826,28
18380810,16
18970614,24
18470326,12
19150215,28
18901018,28
19070701,40
18970423,32
19021105,44
18600418,12
18940628,28
18690629,12
19241111,100
18900712,20
18450805,16
18371124,12
18750628,16
18910914,28
19030318,36
18401201,16
19170504,35
19120711,36
18920811,20
19051025,52
19020802,24
18760325,16
18750604,16
18400410,16
18741221,16
18730514,16
18430905,20
18920429,24
18440305,20
18900902,20
18800804,12
19220114,64
18941004,28
18840519,32
19400415,29
18690922,8
18600406,16
18421011,16
18371205,16
19090119,64
19110222,56
18640916,24
18690925,12
18910903,24
18990204,36
18410512,8
18790515,16
19210524,48
18350220,16
18990712,24
19010919,40
19210909,55
18931130,40
18760925,16
18800511,16
18720528,12
18901111,32
19261101,73
19320302,24
18371222,12
19001208,36
18400207,12
18631127,28
19360602,28
18670719,12
18691116,16
18440628,16
19260326,56
19180831,28
19071018,68
19040104,44
18540403,20
19270813,37
18910309,24
19351029,52
18880522,20
19170803,40
19110615,52
19290103,31
19190331,56
18790617,16
19360713,14
18790118,20
18820206,16
19211128,107
18940409,28
19140414,48
19171126,32
18500709,16
18760624,16
19281022,44
18730531,16
19161202,59
19270520,28
19230414,47
18980815,28
18871117,24
19290215,41
18611011,24
19030507,32
18721130,20
19400405,19
19131018,72
18671025,12
18610301,16
18460512,8
19300227,52
18701110,16
18700615,12
19360331,34
19130227,40
19000605,28
19401011,30
18371219,12
18921105,36
18930225,28
18921108,32
18810205,20
19100825,52
19380406,28
19030725,40
19161207,47
18700413,16
18800624,16
19110915,71
18750201,20
19360403,31
18860907,28
19370716,16
19231015,24
19430125,12
18940111,28
19170609,39
19330628,24
18730910,16
19330530,23
19260817,52
18530411,10
18640907,20
18530325,12
18860303,24
18440213,16
18740314,20
19000508,28
19050907,40
18620915,16
19340421,34
19091118,72
18391112,16
18640831,16
19120904,47
18570304,12
18740829,16
19230924,24
18940921,32
18710916,12
18490911,16
19350427,27
18591107,20
19280629,36
18990209,32
18680626,16
19341108,43
19160112,32
19270816,43
18450912,16
18701004,12
18350911,20
19150508,40
18430530,8
18781202,24
18760619,16
18400421,20
18750422,16
18971126,44
19240802,36
19400221,20
18780608,16
18490508,8
19100806,44
19371110,33
19190719,48
18910213,20
18840819,16
18740520,16
18781118,20
18430210,16
18620618,16
19250103,52
18790315,16
18940907,24
18520430,20
19270603,35
18810402,20
19420516,16
18980314,28
18591116,16
18710118,12
19200421,72
18581124,20
19290128,35
19080605,52
19340203,27
18840419,20
18600305,20
18440308,12
19340530,20
19150430,56
19030518,44
18710316,16
18500405,12
18811202,24
19160627,36
19330823,16
18900204,24
18960826,24
19080509,68
18810202,20
18690301,16
18661107,24
18880323,24
18770707,16
19061124,68
19040205,36
19120318,59
18650317,16
18700801,8
18951125,32
18700105,12
19410728,12
18750501,12
19201204,79
19221003,43
18480919,12
19000629,28
18750716,20
19310421,32
18741117,16
19040503,36
19370906,37
19050217,40
18710911,16
18490213,16
18811228,16
18980922,28
18700519,12
18970102,44
18740914,16
18990805,28
19310803,12
18540904,12
18730906,16
19180803,24
19090827,52
18871219,20
19150828,36
18920930,28
18770228,16
18680930,12
18770723,16
19060426,44
18780410,20
18690817,8
19310105,20
18830906,20
19120410,51
18720604,12
19390513,39
18900812,16
18810214,20
19051011,48
18550516,12
19100418,52
18910611,20
18410427,12
18701230,8
18950225,20
19180914,44
19261119,96
19390211,31
19190909,56
18550307,12
19301118,77
18800428,20
19330715,28
18610308,16
18840613,20
18950611,28
18940208,32
19130120,55
18910319,24
19250130,56
19250715,47
18930508,32
19140919,31
18690809,20
18720730,12
18800914,16
18530207,12
18611209,20
18740619,16
19100723,44
18980817,24
18970309,32
19210502,47
18771027,16
19201217,51
19071207,64
19260526,44
19110524,52
18890718,22
18600815,12
18851231,20
19181030,44
19410815,16
19011111,48
19360526,37
18940604,24
18950221,28
19270107,43
19300719,31
18540324,16
18610318,20
19410604,12
19011107,52
18920714,32
19260717,36
19201028,92
18700506,12
18820727,16
19071008,64
19221115,67
19371004,28
19060813,36
19280810,28
19000313,40
19350408,27
18820615,20
19060312,48
18920819,20
19100514,64
19350618,28
19070807,36
19260224,43
19360921,45
19261009,66
18611225,12
18971018,32
18701203,12
19001030,56
18690119,12
18600921,20
18551203,16
18991013,36
18800419,16
18981008,32
19020626,32
18921012,24
19120320,63
19020320,32
18721217,8
19141015,36
19000417,32
19350626,12
19061207,44
19080501,40
18611211,24
19091004,68
18891102,36
19021011,48
1907010101,114
18870127,20
19170201,47
18720130,16
18481103,16
18940131,18
19070321,48
18560825,16
18420913,16
19060303,48
18941018,36
18700215,8
19060308,44
18720318,16
18721107,20
19010316,44
18880320,24
18430606,16
18760221,20
19020430,28
19210805,37
18831217,20
18861213,24
18470302,20
19410524,16
18981109,40
19210728,39
18900507,16
19181223,32
18680314,8
19380613,19
18910827,24
18590323,16
18951011,36
18451202,16
18701028,12
19050809,28
19260311,55
18710512,16
19090514,52
18981221,20
19170721,40
18510527,12
18841128,28
19120531,44
18820116,20
18750204,16
18780329,20
18921115,30
18661205,16
18750126,16
18850413,24
19180716,28
19300102,35
19300801,27
18980117,40
18860329,28
18650315,20
18410510,8
19261113,96
19350711,20
19341018,34
18830331,16
18691021,20
19060313,56
19150403,28
19020505,32
18540407,20
18480926,16
18950520,56
18730327,16
19161117,51
18950213,20
19340423,19
18861106,28
18460605,12
19211205,76
18700422,12
18811217,16
18480524,8
18891203,24
19370324,24
18890130,24
18990218,36
19000206,36
19330901,19
19380407,34
19120823,56
19420521,12
19230404,32
19220103,52
18720429,16
18910508,28
19230528,36
18941130,24
18970105,32
18790412,16
18810307,20
19380124,19
18750503,14
19110302,52
19330626,19
19200609,60
19320212,18
19300129,36
18870711,20
19221110,60
18861116,32
18600206,20
18670430,12
19030606,44
19270122,76
18590126,12
19260707,28
19290821,32
18851013,20
18680826,12
18970819,28
18720322,20
19031103,68
18500412,12
19351030,36
19190203,32
19281222,24
19020704,32
18891115,32
18770426,20
18761010,20
18850107,20
19110225,64
18550820,12
19420421,12
18370103,12
19120720,44
18861019,28
19080303,52
18781212,16
19180718,24
19281201,93
19400122,19
18671128,16
19020116,32
18961006,28
18800412,20
19300516,51
19360317,35
19200602,44
18940112,32
18880201,20
18531116,16
18600808,20
18820829,20
18761014,20
19350228,35
18880928,20
18540908,20
19140520,44
19330112,26
18870225,20
18880324,20
18810419,20
18880113,24
19040227,48
18670731,8
19081221,28
19320926,29
18370224,8
19011014,36
19240513,82
18420906,16
18750507,16
18750226,16
18630225,16
19171001,24
19240408,47
18680824,12
19030128,32
19150427,32
19070404,44
19220201,68
18880731,20
19341123,35
18430414,24
18681117,16
19151118,47
18750707,16
19220904,44
18730403,16
18871128,28
18901118,28
18700101,42
18720611,16
19100623,48
18670805,8
19001016,44
19160217,28
19321203,53
18820204,20
18750510,16
18720525,16
18690824,12
18810608,20
19220327,67
18680311,16
18820413,24
18850518,20
19340209,26
19270701,44
19171212,32
18950822,24
18860708,20
19270905,33
19311221,12
19381121,49
18721024,20
18820616,16
18960516,24
18730124,16
19101029,88
18931011,24
18890123,24
18910617,28
18690914,16
19000112,40
18771129,24
19010321,32
19371026,40
19060915,64
18870504,16
19190422,35
19160621,36
18901219,16
19280410,47
18850819,16
19051227,36
18871203,22
18820715,16
19360523,50
19280516,38
18591014,20
18990130,36
19171018,28
18881206,24
19401128,35
18700817,8
19160216,35
19090709,48
19000419,32
18830411,20
19151016,48
19400417,31
19360702,23
19150810,32
18801102,20
19370618,21
18850806,16
19080104,60
18461002,20
18950724,16
19400613,20
19360723,15
18960727,24
19310905,28
19330113,16
19390922,22
19210324,68
19401206,37
19210822,47
19301014,74
19130805,32
19101130,52
19101224,36
19221228,44
18700409,12
18601207,20
18960815,32
19320503,35
19100803,40
18350227,16
19050915,48
18821227,16
19200324,60
19250827,66
18720104,12
18710913,16
19140706,44
19060127,56
18810624,20
19270108,60
19350502,18
19030409,40
18780824,16
19280822,39
19130514,64
18840428,19
19160727,40
19040927,48
19210427,60
18761004,12
18991221,20
19270314,54
18360506,16
18540825,20
18790217,16
18910123,28
18690315,16
18700319,16
19080801,48
19310408,27
19300123,37
19141110,44
18801230,16
18650306,20
18561215,16
19250226,83
19100805,36
18691109,16
19270210,51
18831221,12
18930126,28
19380228,25
18970724,28
19380315,41
19410515,20
19380402,47
19341013,67
19350919,46
18750616,16
19240516,26
18930731,28
18770226,16
18980407,32
19300617,44
18690408,12
18981205,36
19200420,60
18750515,16
19181207,52
18880724,16
19270824,39
18400918,12
18580915,12
19351119,58
18681219,8
19040920,48
19320330,20
18760608,16
18670507,8
18771105,24
18850707,16
19400624,18
18680114,8
18930119,28
18861112,28
18960923,24
19280714,44
19220715,66
18720229,16
19261108,91
19181216,36
19260104,32
18881108,24
18961119,36
18680613,12
19270312,67
19380110,20
19191208,91
18760715,16
19361212,35
19120325,55
18550512,4
18600217,20
19210106,40
19141029,32
18990519,28
19340918,25
18791111,24
19400713,19
19050929,60
19350219,29
19330624,35
18770504,20
18850513,24
18690210,16
19330223,19
18961128,40
19320603,20
19190613,47
19040526,36
18960518,24
19310504,52
18730519,20
18771222,12
19351022,48
19310511,23
18700122,12
18370613,12
19220620,59
19061027,68
19180619,36
19170921,32
19320304,27
19230208,48
19230503,47
19120416,48
18440416,20
19380602,31
18740404,16
18880710,20
19230416,40
19051117,52
19321021,47
18710920,20
19210111,52
18700805,12
18500423,8
19290905,59
19440212,16
18891005,24
19250706,43
19311123,35
18531207,8
19010326,36
18930307,36
18981107,40
18871111,28
19321130,33
18530907,16
18960218,24
18901215,28
18910109,28
19280914,52
18930215,28
18970126,40
19120717,32
19201109,87
18520206,12
18560822,16
18690402,16
18430516,8
19240930,73
18700516,16
18620203,20
19200223,83
19340903,25
19300604,20
18460417,16
19060419,36
18430707,20
18901124,44
19310212,43
19270228,44
19081211,48
19100917,76
18840828,16
19350928,50
19350619,20
19010318,32
19200304,44
19170416,29
18941017,28
18701207,12
19160823,24
18700504,12
18790811,16
18810723,24
19101010,68
19230917,16
19131215,44
18670830,12
19350705,12
19330311,35
19180921,32
18380619,12
19290531,44
18870518,38
18871028,24
18691011,16
18730731,16
18520409,16
18990504,24
18930204,20
18580215,12
18730620,16
18750811,16
19400617,20
18871022,24
18861022,28
19010829,32
18830905,20
19270829,35
19200306,52
18560121,16
19250127,88
19041110,52
19220617,56
18711122,20
18561015,16
18550905,8
19020104,43
19230409,44
18971005,40
19000822,20
19011212,28
18480630,12
18630608,16
19190116,48
18750817,12
19040319,44
19191231,82
19020718,28
19150623,28
19000212,28
18700411,16
19221013,86
18670724,8
19210921,55
18930216,32
18740724,16
19090330,52
19221124,59
18930526,24
19270430,76
19270328,39
19171115,24
19120520,55
18610722,12
18791016,20
18750430,16
18980512,28
19260427,47
18761209,16
18930822,16
19420119,12
19140909,28
18471217,16
18990612,32
19170913,39
18970409,32
18970401,28
19130108,60
19380519,30
18980621,32
19170509,31
19140613,40
19070815,40
18650329,16
18880309,24
19190807,44
18820306,20
19060716,36
19260924,55
18781121,20
18770803,16
19440429,16
18671125,16
19400826,12
18711219,12
18820704,16
19210107,39
19331205,38
18851215,16
19160324,48
18900605,20
18380102,16
18940612,24
19281107,64
19330310,27
19321219,12
19060219,48
19190925,55
19030615,32
19080425,48
18990603,32
18650526,16
19180405,28
18891223,20
18441022,24
18530406,16
18530502,4
19211206,88
19310723,12
18900722,16
18670226,12
18491016,16
19070424,40
19410125,36
19140425,64
18851002,28
19010322,32
1897010101,52
18470503,8
18770301,20
19290416,52
19210716,55
19230302,36
18730623,16
18700802,8
18611223,16
18901021,28
18840704,20
19260106,35
18600608,20
18630424,20
18551114,20
18461120,8
18500301,8
19250908,88
18630715,12
19131017,68
18680915,12
19360715,12
18680831,12
19040908,44
18480714,12
18760722,16
19410308,35
19061227,40
19180313,32
18700704,12
18840913,20
19280123,43
18940324,32
19200830,50
18871109,28
19010413,36
19160310,36
19040926,52
18970719,28
19071028,64
18530302,12
18900508,20
19160619,72
19381022,57
18901009,28
18410506,8
19120403,40
18790704,16
19300704,36
19261231,48
19300528,35
18920309,28
18921222,16
19040414,32
18740117,16
19310701,21
18950422,20
18820414,20
19120212,60
18861007,24
18730920,20
19321010,34
19281203,59
18711230,12
19011122,56
18730714,16
19371216,24
18830322,20
18461020,24
19160107,24
18701027,16
19201115,124
18830320,20
19000216,40
18930203,28
18690623,16
19250313,52
18901201,36
19120216,52
19440329,20
19170903,40
18910402,24
19151007,36
19220725,40
19370915,26
19070409,36
18671112,16
18430711,24
18980402,36
18780731,28
19410310,27
19060509,52
19090204,52
18950618,20
19000120,40
19200904,47
19050912,48
18811116,28
18940716,24
18590325,16
18730219,16
19280404,44
18530713,12
18670921,8
19120805,44
18911007,32
18680921,12
19230831,16
18780724,20
18760216,16
19050116,48
19240416,99
19120816,43
18691029,20
19130613,52
19260223,64
18561029,16
18570406,12
19360505,58
18830126,16
19070403,48
18981105,44
19190905,35
18640923,24
19020319,28
18740915,16
19421024,18
18920805,20
18640718,20
18950410,20
19230526,44
19120813,44
19250124,83
19330529,16
19260619,59
19240512,81
18740425,16
18741211,16
18750408,16
18380302,12
18700608,16
19380801,22
19211006,95
19251112,99
19270604,52
19191204,98
18971230,24
19360118,32
18651201,24
18820617,16
18790728,20
19190709,43
18820714,16
18480728,8
19081027,76
18800515,20
19410218,32
19080214,52
19260204,47
18730404,16
18421118,12
19060903,40
18930930,32
19220410,64
19091016,84
18551015,16
18781214,16
19021210,32
19110928,67
18810401,20
18800513,16
19220509,60
19170802,32
18530429,16
18680402,12
19130506,52
18460509,12
19010320,32
18581004,16
18940118,24
19261203,68
18701119,16
18850425,20
18580623,16
18821208,20
18900111,20
18841218,12
18790219,20
19151125,35
18670806,8
19050420,40
18810801,16
18670218,12
19410612,12
19180913,28
19200303,60
19160129,32
18420422,12
19241107,75
19270802,35
18970125,28
18661017,24
19140404,60
18770720,16
18810824,12
19040803,32
19331211,35
19360204,28
18590429,24
18970918,32
19300512,25
19150202,32
19160118,44
19140826,27
19281205,62
19230329,40
19200610,56
18780321,16
19350406,35
19440705,15
18851020,28
18660730,8
18410730,12
18930420,28
18910505,52
18891114,28
19300117,33
19210810,56
19070513,44
19121008,84
19160603,36
18921229,24
19340309,35
18430829,16
18710421,16
18931208,32
18880121,20
18721010,12
19080912,60
18610412,24
18760518,20
19240318,68
18890826,20
19150724,40
19310713,20
19130419,60
19070704,36
19270120,44
19010118,32
19001116,43
18690422,12
19210520,64
18460203,16
19260823,27
18650807,20
18400131,26
19321019,16
19080110,56
18960511,24
19030904,36
19190510,44
19280824,48
19280103,28
18741029,20
18991108,32
18840507,20
18611113,20
19410409,27
19200731,64
18640725,20
19190801,55
19131009,63
18430714,20
18971014,36
19420508,12
19231026,16
18671119,12
19140211,35
18570514,8
18631002,24
19230627,40
18740904,20
19300513,43
18910321,24
19130428,63
18940725,20
18771029,20
18710713,12
18801005,20
18680926,12
19090724,44
18970118,28
18630415,16
18620813,12
19040801,28
19060515,44
