slub_id,seiten
19400731,20
19400508,30
19080120,48
19240923,96
18880719,20
18430517,12
18781007,20
18421028,16
18540602,16
18890316,24
18390531,12
18890619,20
18440618,20
19250602,71
18690216,12
18730410,16
19160204,28
19310720,15
19440719,16
18740424,16
19370805,16
18820824,20
19380511,19
18390416,12
18830214,20
19390103,20
18690521,16
18990626,36
18860616,24
18820224,16
19110427,48
18651127,24
19231210,47
18960130,24
18871108,24
18730614,16
18810207,16
18730730,16
18710419,16
19400127,34
18870819,16
19150706,20
19320712,16
18630814,20
19011003,40
18700428,12
19020114,44
19391030,35
19050204,48
18870221,24
18721002,20
18850113,20
18460102,8
18961231,28
19140817,27
19310529,28
19180226,28
19110927,51
19200424,72
19041019,44
19151228,24
19080324,56
18950607,16
18370616,8
19300312,34
18420201,16
19110705,44
19230907,20
18760405,16
19171222,12
18870413,20
1938051401,32
18740613,16
18840531,20
18830424,16
19260831,43
19120219,56
19190808,52
19410512,20
1908010101,158
19220203,48
18890209,28
18940330,24
19201007,67
18900925,24
1936050901,126
19261228,35
18800531,20
19020827,28
19440401,16
19360706,12
19390114,36
19020930,48
18760829,12
18850428,24
19101104,56
18950812,20
18980225,32
18680425,12
19160224,36
18980527,36
18820522,20
19190823,51
19030328,48
19270419,52
18471022,20
19331207,35
19120817,59
19110616,48
19281025,74
18700825,4
18741113,20
18660725,12
18540508,12
18780304,20
18830911,16
18810909,24
18730927,16
19400828,22
18930819,16
18740413,16
19181019,40
18970324,28
18821211,20
18590523,16
19050301,44
18681013,8
18950314,28
18901104,32
19000704,20
18830217,20
19191211,75
19141231,32
18610322,20
19010515,52
18471005,16
18690313,12
19280305,46
18500226,16
19410625,12
18770524,16
18951005,32
19250824,52
18620214,20
18670413,12
18410302,16
18710102,16
18781204,20
19300606,36
19161216,32
18690308,16
19410114,20
18530706,8
19390811,19
19230817,24
19400509,27
19240303,72
18790517,12
19050911,40
18670902,12
18940905,24
19060910,52
19200806,52
19100928,52
19380509,18
18550924,16
19120618,56
18450808,12
18960430,24
18881110,28
18870521,20
19110207,60
19240424,91
18630410,20
18460602,12
18650517,12
18970107,36
19340912,28
18441008,24
18791021,20
19420514,12
18860703,24
18970225,36
18760322,16
18570518,12
19180907,20
19040102,84
18921119,36
18830224,20
19170917,15
19061018,52
19180419,24
18891106,28
19261002,70
18650830,20
18460915,20
18950214,16
19040825,36
18740325,16
18740131,16
19220228,58
19281108,78
18930602,28
18711202,20
19300826,43
18890919,20
19050725,40
19070607,52
18921128,32
18860529,24
19301110,52
19291025,59
19280514,28
18971110,28
19211117,95
19351122,45
18590107,16
18840209,20
18671029,12
19240407,80
19000912,36
19020527,40
19101217,40
18741016,16
18730215,16
18941218,16
19130930,60
18670717,12
19060707,44
18790909,16
18911015,32
18960520,36
18750508,20
18780429,16
19260803,32
18900823,20
19311204,43
19060514,44
19110720,36
18530408,20
19400217,28
19110810,40
18981209,32
18471001,16
19131206,60
18990602,32
18960326,24
18681221,12
18880225,24
18791213,16
18690316,12
18960610,28
18600803,16
19241013,84
18600604,20
18670416,8
18990421,32
18780427,20
19230425,39
19400914,35
19300204,47
19310930,27
18940523,20
19130814,32
19030717,28
18590720,8
19261102,75
18541106,20
19180819,32
19270125,59
18790313,20
19290315,36
18820807,16
18720425,20
18740114,12
19010115,44
19210916,63
19250126,71
18660822,12
18400225,16
18780123,20
18900828,16
19191113,71
19400807,15
18970921,36
19131024,63
19360708,12
18900821,24
18810518,20
19220628,40
18671028,12
18900704,24
18980822,28
19060402,36
18700621,16
18490731,16
18711115,20
18840829,20
19330714,19
19370319,28
19300730,20
18931215,32
19050821,40
18800609,20
18790221,20
19390209,35
19260928,71
18990203,32
18540208,12
18461103,24
19090303,52
18640801,20
19280503,70
18771016,24
18590119,16
18560312,16
18920902,20
19151013,40
18790609,16
18871121,32
18350605,20
18961222,16
18900529,28
19081230,40
18720420,16
18370801,16
18580910,16
19241206,96
18670708,12
19340221,19
19071104,48
18681107,12
18930909,24
19020904,36
19090607,48
18400609,16
19241124,16
19181224,24
19040520,40
19131114,60
18840714,20
19290131,48
19361114,43
18391122,16
18810309,20
18480502,12
18470423,24
18850929,20
18740509,12
18370120,8
1884010101,8
18820308,16
18550702,16
19281129,77
18860628,24
19240108,32
19181206,52
18690902,12
18741010,16
18970308,40
19010601,36
19350319,42
19100312,64
18901023,32
18411109,20
19080307,59
19350129,27
18560611,16
19440617,16
19071217,44
18850627,20
19120923,64
19141012,28
18611016,20
18920314,32
18410209,16
18920728,20
18870124,20
18920130,28
18690909,12
18950927,31
19391130,42
18860121,16
18740130,16
19151020,32
19101124,76
18780612,16
18920514,28
18670814,8
19080518,48
18600210,20
18480208,16
19320909,27
19290420,65
19070820,40
19161114,51
19390520,42
18610125,20
18831228,12
18531223,16
19051127,48
18810304,16
18990901,36
18720320,16
19371223,28
19280523,40
19241029,76
18980518,32
18880531,20
18920520,24
18720416,20
18790116,16
18970826,24
19110124,56
18440502,8
18830512,20
19010720,28
19090511,60
19080325,56
19111130,71
18940203,20
18991218,24
18940122,28
19010916,40
18990502,32
19070419,52
18820105,16
18720110,20
18840822,20
18850131,20
19360108,16
19160120,36
18500716,16
18610510,16
19260112,59
19270512,52
18440319,20
18620801,20
18580625,16
19381024,41
19211207,67
19090320,72
19370303,27
18600502,12
18900203,20
18600702,20
19240412,79
18930210,24
18720805,12
19100809,36
19031015,44
18910428,32
19350201,28
18711116,20
18870722,16
18740704,16
18840317,24
18551008,16
19190528,69
18970130,44
18701003,8
19300830,53
19020208,36
18500702,16
19050719,32
19360905,45
19161125,59
19020128,36
19120409,52
19190628,64
19140620,48
18780430,12
18680111,12
18750413,12
19341207,43
19090816,40
18670924,12
18820124,16
18890819,20
19350531,28
18920321,36
19030817,36
18900531,20
18891228,16
19290202,43
18730806,12
18651030,20
19340324,35
18961126,40
18980830,28
19370205,12
19321104,24
18471109,16
19380520,27
19330830,19
19190205,44
18690816,16
18580427,8
19071012,64
18850803,16
19180213,32
18930201,20
19120130,60
19280411,52
19371228,20
18450218,12
18650405,16
19340623,35
18760224,20
19240305,55
19110217,64
18960723,24
18950815,20
18721123,20
19131127,51
18480829,12
18681008,12
18891230,20
18990809,24
18970706,24
18871112,24
19110419,56
18970621,28
18440326,16
18730423,16
19410731,12
19090628,48
18830130,24
18851026,32
19331214,27
19191224,44
18430502,32
19361021,51
18440621,20
18990124,36
19080207,56
18760522,16
18440614,16
19120220,60
18871223,12
18471221,16
18810513,20
18780601,16
19211012,71
19261115,91
19030826,32
19220317,46
18720723,16
19150824,40
18821030,28
19330712,14
18390312,16
19200701,8
19270429,48
18721230,12
18641114,24
18620514,12
18380615,12
18750819,12
19081003,80
19170116,44
18680818,12
19371119,42
18890426,16
19140929,32
18670617,12
18570213,16
18650621,20
18420520,12
19250316,64
19260303,36
18870907,20
18711123,20
18700715,12
18760609,16
19140108,56
19060217,56
18541108,12
19450113,12
19141128,59
19370821,19
19301209,55
19000110,28
19090417,72
18930414,24
19271207,56
18861005,28
18880419,20
18791008,20
18490309,12
19230607,40
18981007,36
18800527,16
19190604,76
19180928,44
19380302,43
18501129,12
19360915,41
19271222,20
19111114,83
18610504,4
18860522,32
18460414,8
18960527,24
18470316,20
18920225,24
19180720,24
18920331,24
18560815,16
19290411,34
18580609,12
19360313,37
19200810,58
19210415,60
18811005,28
18760124,16
18990324,28
18671202,12
19140220,40
18370829,16
19210926,56
19190407,68
19211202,72
18671010,8
18901008,32
18780527,20
19290516,44
19290724,23
18780501,16
18910530,20
19100614,56
18710322,12
19240624,56
19080825,36
19230601,36
19301229,19
19050519,40
19030209,32
18780917,16
19121123,84
19220622,60
19190508,60
19320319,54
19100831,48
18930107,24
18991018,36
18961121,56
18840409,20
19101208,58
18760331,16
19040527,44
19200329,70
19230605,36
18670925,8
18601105,24
19300926,45
18350116,12
19060901,56
18400616,20
19270602,52
18790204,16
18720826,12
18540811,16
18491116,16
19160927,35
19230820,20
18670222,16
18710304,12
19310915,41
18981125,44
19250123,59
19010913,28
18900514,24
18950530,20
18530831,16
18390205,12
18880126,20
18950111,20
19380706,16
19241103,76
18540213,16
18860513,28
18680916,12
18410615,12
19010607,36
18350320,16
18750519,12
19410818,12
19000612,32
19260731,51
18941008,32
18531221,8
19060319,52
18971129,40
18880626,24
18880411,22
18960222,28
19321212,28
19171009,36
18590422,20
18470202,16
19290306,46
19121101,71
18860428,28
19080727,40
18741003,16
18970330,32
19170710,28
18470727,20
19101223,24
18710408,12
19211103,92
19260727,36
19140131,44
19340108,20
18530404,8
19330724,12
18851209,24
19220711,44
18500129,16
19260714,36
18840229,16
18990814,24
19011213,36
19350608,26
19231103,24
19150128,28
19030916,40
19020221,40
19090929,68
18800908,20
18760616,16
18781127,24
19250606,80
19020503,44
18920408,24
19140310,59
19080806,36
18480125,16
18880112,20
19360717,11
18880829,16
18430101,24
18690729,12
18990313,32
18911008,24
19320617,19
19170727,31
19300521,41
18430324,16
18420128,12
19140115,52
18371201,16
18720517,16
19310623,28
19030313,48
18940213,24
19061001,48
18890910,20
19361110,66
18760805,16
18720417,16
18680214,12
18880410,20
18890710,20
19230629,36
18670109,8
19010604,28
18720120,16
18840628,20
18821103,28
19070912,56
19220315,68
19050316,48
19281130,50
18800505,20
18630916,16
18770528,16
18410326,8
19081017,92
19300711,20
18781019,20
18770920,20
18890830,16
18720315,20
18821003,16
19000409,28
18610410,20
19310827,20
18460626,12
18930913,24
18730329,12
18680711,12
18570424,16
18990715,28
19140219,36
19030216,56
18720227,16
19110819,44
18661126,24
19121121,87
18951128,28
18830317,20
18931123,36
18561208,24
19260929,59
19120905,59
19290803,27
19210114,51
19300320,48
19051124,60
19260114,39
18941015,36
18430815,12
19061208,68
18620127,20
19340206,33
19020618,32
19410304,27
19160301,36
18630413,16
18850617,20
19161212,48
19371109,53
18910805,24
18901216,20
18870906,20
19370812,21
18490522,12
19130610,48
19120511,59
19381021,76
19160722,31
18610121,20
19370731,20
18850704,24
19020925,36
18880912,20
18990202,32
18900501,24
18840121,20
18900602,30
19050930,60
19300917,34
18731220,12
19090826,48
18641228,16
19150222,35
18760115,12
18470924,16
18980711,28
19270413,46
18720112,16
18970802,28
18840111,20
19210405,52
18980604,32
19050922,52
19410903,12
19191105,99
19250324,83
18750223,8
19410528,12
19310902,19
19030513,32
19150710,40
18901203,36
18630824,16
18711028,16
19410405,35
18850521,20
19261021,67
18950418,20
18820225,20
18940709,32
18650421,20
19321004,42
18470309,16
19320106,12
19270916,65
18460623,12
19240922,86
18750317,16
18780406,16
19240709,40
18630417,16
19240916,43
19270608,41
19081109,68
19030902,32
18530824,12
19210715,47
19400628,12
19350708,12
18530801,12
18720624,16
19111211,44
19300618,23
18850109,16
19030608,36
18660820,12
18670826,12
19220707,48
19191030,71
19320729,12
19320122,12
19111213,48
18691016,12
19261030,87
18811115,24
18510606,12
19070211,54
19130320,48
18740611,12
19100205,60
18700722,12
18381012,12
18760519,16
18451125,20
19030519,44
19041006,44
18991024,48
19100914,60
18860129,20
19380708,20
18820314,20
18410115,12
18420427,12
18960528,20
18710603,12
18620505,16
18661029,24
19220515,48
19260210,40
18731117,16
1846010101,24
19321001,51
18960418,24
19040727,28
19370403,35
18850911,20
18670701,12
19110802,36
18740921,16
18410727,20
19010520,40
18950501,20
18960912,28
18760323,20
18950807,20
18970406,28
19221214,88
19010704,28
18561203,20
18911024,36
18370117,12
18690826,12
19270506,133
18830922,24
18920102,28
18981018,32
19320126,27
18810907,24
19250918,72
18580924,16
19350622,27
18710105,8
19170126,40
18601228,16
18670511,12
19020429,32
18630105,12
19230407,48
19290216,35
18590105,12
19241229,51
19030709,24
18851021,28
19380119,15
18861108,36
18741012,16
18900612,20
19260830,36
18501101,16
19271004,68
18760603,20
19060908,60
19090828,52
19280611,30
19000302,32
18531216,20
19310916,27
18960526,24
18471228,12
18690121,8
18480627,12
18760601,16
18830410,16
19000924,40
18600720,20
18420425,8
18851229,16
18811019,24
19371122,36
19040707,28
18940321,24
18830127,20
18850309,24
19061122,56
19311005,24
19100829,52
19140725,47
18860512,28
19080204,56
18900428,24
18530909,16
18840206,20
18840417,20
19300104,55
18531024,16
19280911,56
18840114,20
18620430,12
18340919,12
19220706,63
19361112,37
19340906,27
19210723,52
19050124,36
19050216,40
19311216,22
19040229,44
19300412,93
18941117,32
18970112,40
18830430,28
19130517,63
18920202,24
19270302,67
18840117,20
19110308,100
18990801,28
18960318,24
19110220,60
18830131,20
19161027,51
19150218,35
19000721,28
19000609,28
18540519,16
18410508,8
19160420,39
18731120,20
19170404,36
18930401,34
18820209,20
19241216,64
18821013,20
18840929,16
18980422,36
19420123,12
19311029,44
18980103,48
18361014,20
19070708,40
19251202,75
18641202,24
18700221,16
18670305,12
19050525,44
19300527,40
18910713,28
19301020,61
19181227,40
18840909,20
19120913,63
18840804,16
18680721,12
18900329,24
18850527,24
19080504,52
19160110,32
18960204,20
18581203,20
19180802,32
19210919,56
19020920,48
19271003,51
18750524,16
18740702,16
19280321,34
19201119,98
18950801,20
19120119,48
19180426,28
19220302,60
18881016,24
19160111,36
19040806,36
18860219,20
19090126,56
18990425,36
18950621,20
18720607,16
18790630,16
18690601,12
19201030,103
19190425,44
19151223,16
19300731,36
18840304,20
19050621,32
19140129,43
19320921,29
19340804,28
19331213,27
19240623,48
18720916,16
19060621,36
18761028,20
19211124,99
18510228,16
18450401,16
18470108,12
19421120,12
18790805,16
19371206,43
18460410,8
18790225,16
18741216,12
19100303,52
18890528,20
18910523,24
19311104,37
19171019,24
19110318,56
18700702,12
18370131,12
18610128,16
18810504,16
19350405,25
18470820,12
18520116,20
18900923,28
18781025,20
18820630,16
18690923,12
19220912,53
19131027,64
19140924,24
19280614,40
19181106,44
18940724,20
18960708,36
18891204,28
18780921,20
18900129,24
18470723,8
18691023,16
19161109,67
18980720,24
18580804,16
19240310,71
18700823,8
18690608,12
19171122,40
19100725,40
18921014,32
18431003,16
19260218,40
18901115,40
18410928,16
19121218,36
18730415,16
18681121,16
18390502,4
19030406,36
18510524,8
19121130,83
19330725,19
19321011,42
19280817,24
19061103,80
19010717,20
18821209,20
18840616,20
19361222,24
19180528,28
19141216,31
19200928,75
18850922,20
18750406,8
18711030,16
18420920,16
19340608,20
19150113,32
18900806,20
19190602,64
18911215,28
18811007,24
19370514,20
18900417,16
18370929,12
18410305,12
18400114,12
18850116,20
19240619,47
19220313,52
19100318,60
19130407,43
19241007,83
18850917,20
18461124,24
19290808,27
18950827,20
19150116,44
18550328,12
18730926,16
18530318,16
18750303,16
19341115,43
18940602,28
18531130,20
18960601,28
19090421,80
19060710,36
18470618,12
19130127,56
19001026,40
19410407,19
19140808,24
18741017,16
18770419,20
18681116,16
18680619,12
19370302,35
18670114,12
18980517,36
19070328,96
18911019,40
18900819,16
18730203,20
18910223,28
19141016,28
19361109,32
18620522,8
19111005,54
18871010,24
18810221,20
19250515,64
18750212,16
18610913,24
18840605,20
19230806,32
19150921,36
18710216,12
19080918,52
18850916,20
18450603,12
18790228,16
18501001,24
18780131,12
18840410,24
18741124,24
19040418,36
19340704,20
19050210,44
19110728,36
19181204,36
19300318,57
18990530,32
19330218,35
19110824,44
18970218,28
19130131,48
18830925,40
18890823,16
18390611,16
19121105,79
18460703,12
19041210,52
18580108,16
18800828,20
19370121,27
18990317,36
19030912,48
18840722,16
18771128,24
19211214,48
18351009,16
18790827,16
19320803,11
19110127,44
18450110,8
18671105,12
19360219,20
18870318,28
19011228,32
18680123,12
19100621,56
18920813,20
19260312,47
19290207,35
18530615,12
19270601,39
18610812,20
18670817,8
18890923,20
19190404,76
19060131,48
18400317,12
19110424,60
19070314,44
19160214,39
18930817,24
18610206,16
19180902,32
19421201,12
19231128,32
19230106,43
18821228,12
18800514,16
18670527,8
18980823,24
19020304,36
19190531,59
18550312,20
18960609,28
18810331,20
18990821,28
19270804,44
19270412,59
19261026,84
19080704,56
19150415,32
19340526,28
19120830,51
19331124,40
19281119,63
18580728,12
18940215,32
19150615,36
18810816,16
18720603,16
18931129,28
18630624,16
19060130,56
19310210,35
19400116,19
18480404,12
18800406,16
19410508,12
19110517,44
19020526,36
19051211,52
18650322,24
18760724,16
18990529,32
19190507,60
18980929,36
19350518,140
19400412,28
19340710,24
18821024,24
19151201,60
19150609,28
19110522,56
18941124,32
18680528,8
19380412,34
18840510,28
18820822,16
19330215,19
19450217,8
19150208,36
19101028,68
19091124,60
18760201,16
19290108,41
19011126,52
18810728,16
18750426,16
18680708,12
19301023,54
18680822,8
19101215,44
18541124,20
19050429,56
18890401,28
19190729,51
18860308,28
18530309,8
18670517,12
18810322,24
19081124,60
18901017,28
18500503,8
18340101,10
18610109,16
18910409,24
18810127,20
19410103,12
18700203,12
18881114,28
19080217,48
18970611,28
19340322,27
19101109,80
19440726,12
19070223,60
19060103,48
19141117,80
19121227,35
18690630,12
18831010,24
19410519,12
19170205,31
18600611,16
18530314,14
18800701,16
19000917,32
18670405,12
19240304,47
18920921,28
19380924,51
18680407,12
18740727,24
18520514,8
19241208,104
19370528,20
19291021,46
18840514,20
18660727,12
18810110,24
18580508,4
18820720,16
18450421,8
18550430,12
18710314,16
19000407,36
18720615,16
19050518,52
18690302,12
18740506,12
19301124,45
19320521,28
18951112,36
19301101,84
19211013,84
18691127,16
18870927,16
19050526,36
19240908,51
18820906,20
18681215,8
18861216,24
18860119,24
18710403,16
19320916,26
18720927,12
18770321,16
19360328,42
19250523,88
18701025,12
18840812,12
19140217,52
18811227,12
19281126,77
19040213,40
18570612,20
18841126,36
19311007,42
19150209,39
19270505,52
19250331,87
18690830,32
19210504,68
18960717,24
18911017,28
19330717,12
19251113,111
18900210,24
18950506,24
19341101,46
18721111,20
19010507,38
19320805,12
18620108,16
18691221,8
19000816,24
18961212,32
18870110,28
19400516,20
18650908,24
18430404,12
18730513,12
18831023,24
19180817,32
19200228,76
18610614,20
19000901,32
19341024,33
18970326,28
19110821,52
18720427,20
18960925,36
18370901,12
19231108,16
18700111,16
18781120,24
19180424,28
19151029,48
18910103,28
18351127,16
19150410,36
19000727,24
19051102,68
19321227,14
19371105,37
19380203,33
18490727,8
19150312,48
18840610,20
18950706,24
19280118,28
19370318,44
19110608,64
18990126,36
18370915,12
18470521,16
18710717,16
19100629,48
18940824,28
18931214,24
19331223,20
18540901,20
18730630,16
19220704,86
18790320,20
19231123,32
19270809,35
18950528,24
19111007,83
18550316,20
18790714,16
18380323,16
18670821,8
18840721,16
19120919,55
18760302,16
18700204,16
19100801,44
18341024,12
18620103,16
19200915,60
18791030,24
18570225,12
18740126,16
18530720,8
18710504,12
19350720,24
18850223,20
19250828,64
19200210,72
18550305,12
18820118,20
18670907,8
19160125,36
18890611,20
19410813,12
18600822,16
18650125,16
18880215,24
18960911,32
19230728,40
19360226,27
19260304,50
18830326,20
18750108,16
19070816,36
19051027,52
18710418,16
18991116,40
19090130,64
18630706,24
18811001,24
18920222,28
19180813,20
19310108,34
18930722,20
19280605,50
19160615,36
19161215,40
18411116,20
19340313,30
18560813,12
19221130,95
19341002,35
19100603,48
19140508,55
19190128,44
18350717,16
18740214,16
18770922,16
19020118,44
18840826,16
18891206,28
19360106,12
19350318,28
18921010,32
19321024,26
19371215,20
19450317,6
18451212,16
19220412,63
19220130,64
19340719,19
19280725,27
18770307,16
18780920,20
19400904,20
19270307,35
18790819,16
18740206,16
19020909,44
18870611,20
18411126,16
18370203,8
18390528,12
18870531,20
18740922,12
18891017,20
18791218,8
19380223,26
19160711,35
18700414,20
19310202,31
19080827,44
18930504,24
19360619,15
18780215,20
18910306,32
19010225,32
18760819,16
18870822,20
19011217,52
18420805,16
18551105,20
18600312,16
19370802,12
18851205,32
19100203,52
19370113,28
18690823,16
19220324,50
18970813,28
18770806,16
19341105,26
18760526,20
19080319,56
18380424,12
18981208,40
19150817,28
19340215,26
18910120,24
18890703,20
18961210,28
18791024,24
19170508,36
18810813,16
18641205,20
18530509,8
18820109,24
19100701,40
19041018,64
19080907,40
19210128,63
19180122,28
18700628,12
19020923,44
18760607,12
19150715,24
19040121,36
19020813,28
18680312,16
18800520,20
19230209,64
19050704,32
18750111,16
1901010101,112
19231206,39
18881208,24
19160529,32
18700928,8
19280222,35
18670906,12
18840313,24
19311009,27
19190519,40
19021223,20
18480516,8
19260604,52
18990913,40
19220927,48
18790311,16
19220215,88
18881022,24
18941023,32
19070810,44
18540728,16
18580510,16
19400123,24
18770530,16
18970601,32
19061012,64
18790612,16
19270117,36
19220519,61
19051121,60
19221014,67
19300918,42
18790307,16
18960611,20
18900915,28
18760613,12
18950617,24
19020922,32
19110428,56
18911205,28
18390702,20
19290325,41
19390515,19
19180202,32
19110328,56
19351021,31
19040118,44
19120412,52
18680217,12
19301231,20
18350102,12
18560922,12
18691030,16
19370306,43
18810908,40
18840321,20
18890614,16
19360309,27
18691220,12
18810212,20
19070103,38
19280308,60
18610116,12
18910212,24
18800820,16
19060625,40
18640805,20
19040903,44
19040627,32
18911224,12
18880110,20
19220719,56
18680207,12
18730408,12
19060619,40
18691028,12
19300903,45
18760707,12
18810628,16
18760626,16
18590209,16
19100425,56
19370903,19
18711013,16
19360507,28
19441118,16
18770407,16
18400523,8
19010917,32
18640819,20
18860417,28
19320713,12
19390524,28
18950323,28
18720516,16
18750113,16
18570202,16
18421101,16
18431124,20
19050720,32
18930928,36
18740723,8
19000827,32
18730911,16
18830827,20
18741104,24
19280801,32
19210319,64
18790710,16
19140103,48
18710805,8
19330812,20
19301003,51
19110711,48
19100115,76
19060618,40
18900104,20
18620224,24
19090824,48
18790207,16
18860227,24
18970608,32
18840701,18
19340829,14
19191126,91
18850220,28
18810823,16
18761122,20
18941213,20
19140529,40
18830831,16
19041213,48
19230906,28
19010629,36
19410506,20
18941214,16
18760229,12
19270518,28
19141109,43
18550105,22
18790528,20
18870407,16
18840718,16
19071107,64
18970109,40
18500809,16
19320905,20
18540724,12
18540922,16
19090726,32
19310128,20
18841104,28
18530727,12
19370531,20
19140722,36
18770501,16
19120617,52
18951115,40
18721210,16
18780112,16
18930908,28
18921019,24
19080905,64
19110601,40
19240827,64
18820701,20
19321230,12
19340120,33
18710224,12
18531104,20
19130809,44
19270702,61
18450416,4
18690721,12
18740516,16
18930112,28
19201108,87
18450423,8
18920809,20
19221220,44
18730903,16
18760128,20
19160208,44
19270516,27
18810426,12
18680922,12
19100617,60
19170423,36
18760830,16
18621124,16
18860331,24
19320621,20
18760209,16
19310606,35
19151209,36
18990724,24
19190910,68
19221221,44
18721004,16
19060724,40
18550101,16
19060602,48
18690109,12
19250907,52
18581129,20
19131224,28
19011231,28
19030613,44
18700627,12
19331127,27
19331103,45
18900328,20
18780924,20
18860918,24
18790514,16
19090113,60
19410823,12
19181121,36
18691206,20
18490828,12
18940430,32
19371025,34
19280924,44
18810314,24
18931006,24
19420105,12
19020722,20
19080408,52
18860317,24
18780710,20
19260512,47
18871130,24
18730324,16
18390507,8
19001113,44
19280114,51
19200924,50
19410319,28
18651117,28
18380316,12
18740402,16
19161230,48
19201014,68
19190830,40
19360822,28
18500222,12
18551026,20
18850804,16
18470420,12
19280613,27
18780121,16
19250902,47
18720705,16
19000903,32
18551003,12
19201025,79
19320725,12
18760629,12
18791003,20
18700604,16
19181126,44
19320519,28
18730702,16
19281213,52
19050206,48
19090227,60
19150330,36
19150622,28
18960718,28
19040407,36
18550622,20
19080210,40
18670125,12
18770209,16
18441217,20
18971204,48
19400816,20
19331011,39
18990506,32
18710428,16
19280216,50
19170426,32
18750731,16
19250825,63
18830228,20
18801206,20
19300919,42
18850321,28
18701228,8
19240604,63
19210908,55
18650508,16
19340925,35
18910828,24
19361224,20
18671011,16
18890206,20
18690513,16
19050114,56
18890309,24
19081217,32
18900423,24
18400512,12
18681112,12
18680605,8
19370219,27
18710824,12
19110816,36
19410505,12
18920430,20
18790616,20
19170124,32
18820901,20
18801123,28
18850907,28
19140121,36
18910130,24
18910928,28
18921021,56
18551121,16
19370804,12
18370124,12
19210512,52
18650503,16
19200120,48
18851211,24
18950226,24
19120513,55
18750831,12
18861125,36
19100108,88
18570516,4
19041230,28
18910612,24
18460721,16
19330325,45
18570204,12
18760713,12
18910620,28
18801202,32
19280317,58
19181220,48
19301024,65
18870926,24
19020528,36
18601022,16
19140728,40
18750622,12
19421224,16
18940402,28
18680316,16
19280904,51
18730607,12
18500507,4
19210621,43
18380717,16
18470813,12
19210510,56
18870418,20
19160824,28
19180511,32
18500501,16
18371024,12
19210419,72
18720410,16
18960821,24
19210509,56
19340823,20
19020312,36
18600905,12
19280511,46
18720306,20
18770411,12
19250826,52
19360909,70
19310124,44
18950515,20
18730703,12
19021112,48
19370202,27
18930705,20
19120708,47
19380908,39
18780214,20
19011114,44
18580224,16
18480104,16
19351118,43
19110515,52
19130621,36
19371210,35
18960320,28
18941113,32
18831013,28
18550404,12
19240918,62
19150902,35
19351012,41
18940908,36
19080430,44
18851127,36
19040521,40
19141127,43
18720423,16
18440209,16
18610107,16
19370723,12
19030810,32
18690122,16
18930607,24
18761106,20
19070212,54
19001027,44
18830111,20
19070305,60
19040622,32
19070318,44
18711103,20
19200326,64
18650303,20
19340606,19
19370227,42
18690706,12
18781125,20
18560125,12
19120601,68
19420410,12
18750630,16
18601109,24
18870909,20
19270928,51
19411115,18
18951219,16
18801118,24
18950502,28
19380312,42
18440123,12
18580811,16
18851001,32
18740113,12
18920810,24
19151129,51
18661012,20
18460807,12
18741028,20
18601224,16
19100414,48
19410610,18
19301120,60
18910519,20
19050805,44
19171228,20
19170928,27
19240426,59
18990816,28
18411207,20
19150723,28
18671212,12
19440624,13
18350529,12
19440122,16
18591019,16
18730224,16
18840910,24
19060104,44
19220926,48
19230705,55
18481010,16
19191002,67
18851110,32
18860818,24
19270628,50
18980412,32
18851017,28
19020911,36
18850410,20
18660824,16
18910904,16
18880208,20
19220224,50
18760505,16
19130429,55
18720903,8
19370706,20
19090324,68
18821202,28
18920822,24
19390506,194
18750722,12
18631113,24
19130801,40
19380525,32
18530530,8
18591104,20
18640826,20
18581220,12
18680707,8
19210310,48
18980305,32
19381018,56
19380704,15
18400811,12
19300909,42
19121014,68
19280127,44
19080125,52
19200611,56
19261224,24
19190426,47
19040531,40
18611014,16
18791120,24
19211011,82
18781228,12
18621126,24
19210118,62
18960615,24
18401218,12
18630109,20
18430627,16
18951017,36
18790818,12
18650320,20
19080203,52
19000410,36
18470406,24
18691207,16
18340905,12
18730407,16
19140703,36
19330706,19
19301224,18
18890412,20
19121216,38
18510530,12
18651106,24
19230103,35
19080406,52
19281103,88
19380621,35
19231228,43
18630902,16
19370429,28
18870302,20
18900315,32
18880613,28
18550409,8
18980126,24
18700507,12
19440628,16
19080702,36
18610814,20
19330918,37
19260308,39
18870527,24
19090109,64
19210211,60
18681209,8
19231211,56
18850423,24
18840515,16
19050529,44
19370204,28
18730929,16
19150325,35
19040421,40
19260715,36
18920310,32
19320426,36
19210604,56
18730708,16
18730510,16
18740313,16
18820516,16
19280704,32
19031106,52
18930919,28
19090831,48
19290412,29
18910825,20
19400817,36
18820912,16
18530815,12
19320303,35
19140525,48
18920505,28
19030722,28
19330403,33
19281005,50
18730922,16
19121030,79
19031008,44
18770103,16
19180327,28
18740304,16
19290226,55
19150625,36
18920402,28
18790306,16
19030829,32
18960107,36
19231201,40
18390419,16
19310327,20
19140930,28
18840726,16
19001006,52
18990908,28
19180606,24
19061004,48
19050427,40
19070928,72
18531010,12
18980423,36
19370311,35
18980816,24
19130607,52
18680620,12
18940412,28
19040720,28
19060725,32
19440701,16
19420402,20
18680821,12
19400625,29
18710919,16
19330504,27
18980127,28
19340418,31
18790103,16
18920924,28
18760814,12
19040318,44
19360813,20
19110119,48
1902010101,60
18540419,8
18510415,16
18630121,20
18950211,20
19380711,20
